;№ Контура;Длина, м;Измерение внутреннего конца;Измерение наружного конца;Отсечка, мкм;ДМП@ 1,55;ДМП@ 1,55;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;Геометрия;В* 10-4;h* 10-5;Номер заготовки;Стержень 1;Стержень 2;Диаметр стержня ср.;Диаметр стержня 1 ср.;Диаметр стержня 2 ср.;Диаметр легированной части стержня 1 ср.;Диаметр легированной части стержня 2 ср.;Диаметр канала;Диаметр канала 1;Диаметр канала 2;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 1;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Стержень 2;Линия 1;Линия 2;Статус;Линия;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Задание от технолога;Дата вытяжки;Скорость вытяжки мин.,м|мин;Скорость вытяжки сред.,м|мин;Скорость вытяжки макс.,м|мин;Диаметр по кварцу мин,мм;Диаметр по кварцу ср.,мм;Диаметр по кварцу макс,мм;Натяжение волокна мин, гр;Натяжение волокна сред, гр;Натяжение волокна макс, гр;Диаметр покрытия 1 мин, мкм;диаметр покрытия 1 сред., мкм;диаметр покрытия 1 макс, мкм;Диаметр покрытия 2 мин, мкм;диаметр покрытия 2 сред., мкм;диаметр покрытия 2 макс, мкм;Скорость подачи заготовки в печь мин., мм|мин;Скорость подачи заготовки в печь сред., мм|мин;Скорость подачи заготовки в печь макс., мм|мин;Количество волокна на выходе в режим до полной стабилизации, м;Количество волокна снятого с процесса, м;Количество обрывов во время вытяжки, шт;Количество зафиксированных (скачков) резких измененений скорости за время вытяжки;Температура вытяжки, град *;Степень полимеризации;Степень полимеризации. Метод экстракции;Рецепт отверждения полимеров;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Технические работы;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 1;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Стрежень 2;Номер преформы;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа;Преформа
1430;PS001069-A131219-2/1-3;1050;33021;33022;1367.63;7.2132000000000005;7.519;132.25;81.36;164.135;6.355;0.8400000000000001;0.655;6.445;1.645;0.37;18.325;18.134999999999998;3.58;2.82;15.55;15.719999999999999;0.74;0.69;7.550000000000001;0.11;PS001069-A131219-2;CK002167-A030918;CK002244-D240119;7.133;7.133;7.1325;5.64;5.66;7.234;7.234;7.234;Rec-CK002108-A110518-132-20180511;2018-09-03 13:00:00;24.2;12.0;15.0;Rec-CK002232-D160119;2019-01-24 13:00:00;18.7;11.6;17.5;1;3.0;На контроль;;1585.0;14.0;1930.0;41.0;80.3;1920.0;35.0;38.0;166.0;200.0;129.0;166.5;25.79;182.0;167.0;2020-01-22 00:00:00;33.5;35.4;36.9;77.4;80.3;82.2;28.0;32.5;38.0;128.7;130.2;131.1;166.2;167.5;168.4;0.38;0.38;0.38;650.0;9000.0;0.0;0.0;1920.0;;;;2019-12-04 00:00:00;2019-12-04 00:00:00;2019-11-06 00:00:00;793.0;2018-06-06 00:00:00;2487.0;-0.00017692307692307696;-0.007253846153846153;0.007076923076923076;5.670692307692308;9.943692307692308;;;;;;PS001069-A131219;0.010675;1.9825000000000002;0.013625;0.02125;4.89475;4.9435;4.598;5.038
1431;PS001069-A131219-2/1-4;1100;33023;33024;1367.0;7.1968499999999995;7.513249999999999;132.31;81.265;164.18;6.3149999999999995;0.7;0.675;7.1;1.525;0.24;18.41;18.11;2.6950000000000003;3.255;15.71;15.620000000000001;0.795;0.7150000000000001;7.6;0.12;PS001069-A131219-2;CK002167-A030918;CK002244-D240119;7.133;7.133;7.1325;5.64;5.66;7.234;7.234;7.234;Rec-CK002108-A110518-132-20180511;2018-09-03 13:00:00;24.2;12.0;15.0;Rec-CK002232-D160119;2019-01-24 13:00:00;18.7;11.6;17.5;1;3.0;На контроль;;1585.0;14.0;1930.0;41.0;80.3;1920.0;35.0;38.0;166.0;200.0;129.0;166.5;25.79;182.0;167.0;2020-01-22 00:00:00;33.5;35.4;36.9;77.4;80.3;82.2;28.0;32.5;38.0;128.7;130.2;131.1;166.2;167.5;168.4;0.38;0.38;0.38;650.0;9000.0;0.0;0.0;1920.0;;;;2019-12-04 00:00:00;2019-12-04 00:00:00;2019-11-06 00:00:00;793.0;2018-06-06 00:00:00;2487.0;-0.00017692307692307696;-0.007253846153846153;0.007076923076923076;5.670692307692308;9.943692307692308;;;;;;PS001069-A131219;0.010675;1.9825000000000002;0.013625;0.02125;4.89475;4.9435;4.598;5.038
1432;PS001069-A131219-2/1-5;1100;33025;33026;1390.96;7.200900000000001;7.5367;131.71;81.195;164.52;6.27;0.44499999999999995;0.565;6.015000000000001;1.69;0.22;18.29;17.990000000000002;2.575;2.99;15.94;15.73;0.75;0.76;7.4;0.08;PS001069-A131219-2;CK002167-A030918;CK002244-D240119;7.133;7.133;7.1325;5.64;5.66;7.234;7.234;7.234;Rec-CK002108-A110518-132-20180511;2018-09-03 13:00:00;24.2;12.0;15.0;Rec-CK002232-D160119;2019-01-24 13:00:00;18.7;11.6;17.5;1;3.0;На контроль;;1585.0;14.0;1930.0;41.0;80.3;1920.0;35.0;38.0;166.0;200.0;129.0;166.5;25.79;182.0;167.0;2020-01-22 00:00:00;33.5;35.4;36.9;77.4;80.3;82.2;28.0;32.5;38.0;128.7;130.2;131.1;166.2;167.5;168.4;0.38;0.38;0.38;650.0;9000.0;0.0;0.0;1920.0;;;;2019-12-04 00:00:00;2019-12-04 00:00:00;2019-11-06 00:00:00;793.0;2018-06-06 00:00:00;2487.0;-0.00017692307692307696;-0.007253846153846153;0.007076923076923076;5.670692307692308;9.943692307692308;;;;;;PS001069-A131219;0.010675;1.9825000000000002;0.013625;0.02125;4.89475;4.9435;4.598;5.038
1433;PS001069-A131219-2/1-6;1100;33027;33028;1390.23;7.207800000000001;7.54575;131.59;81.195;164.485;6.220000000000001;0.36;0.395;5.04;1.8;0.125;18.385;18.285;2.655;4.1450000000000005;16.119999999999997;15.685;0.7749999999999999;0.77;7.449999999999999;0.1;PS001069-A131219-2;CK002167-A030918;CK002244-D240119;7.133;7.133;7.1325;5.64;5.66;7.234;7.234;7.234;Rec-CK002108-A110518-132-20180511;2018-09-03 13:00:00;24.2;12.0;15.0;Rec-CK002232-D160119;2019-01-24 13:00:00;18.7;11.6;17.5;1;3.0;На контроль;;1585.0;14.0;1930.0;41.0;80.3;1920.0;35.0;38.0;166.0;200.0;129.0;166.5;25.79;182.0;167.0;2020-01-22 00:00:00;33.5;35.4;36.9;77.4;80.3;82.2;28.0;32.5;38.0;128.7;130.2;131.1;166.2;167.5;168.4;0.38;0.38;0.38;650.0;9000.0;0.0;0.0;1920.0;;;;2019-12-04 00:00:00;2019-12-04 00:00:00;2019-11-06 00:00:00;793.0;2018-06-06 00:00:00;2487.0;-0.00017692307692307696;-0.007253846153846153;0.007076923076923076;5.670692307692308;9.943692307692308;;;;;;PS001069-A131219;0.010675;1.9825000000000002;0.013625;0.02125;4.89475;4.9435;4.598;5.038
1434;PS001069-A131219-2/1-7;1100;33029;33030;1398.745;7.20895;7.5308;131.975;81.345;164.33499999999998;6.195;0.475;0.29000000000000004;7.2;1.675;0.125;18.925;18.975;2.945;3.4850000000000003;15.945;15.780000000000001;0.735;0.755;7.8;0.18;PS001069-A131219-2;CK002167-A030918;CK002244-D240119;7.133;7.133;7.1325;5.64;5.66;7.234;7.234;7.234;Rec-CK002108-A110518-132-20180511;2018-09-03 13:00:00;24.2;12.0;15.0;Rec-CK002232-D160119;2019-01-24 13:00:00;18.7;11.6;17.5;1;3.0;На контроль;;1585.0;14.0;1930.0;41.0;80.3;1920.0;35.0;38.0;166.0;200.0;129.0;166.5;25.79;182.0;167.0;2020-01-22 00:00:00;33.5;35.4;36.9;77.4;80.3;82.2;28.0;32.5;38.0;128.7;130.2;131.1;166.2;167.5;168.4;0.38;0.38;0.38;650.0;9000.0;0.0;0.0;1920.0;;;;2019-12-04 00:00:00;2019-12-04 00:00:00;2019-11-06 00:00:00;793.0;2018-06-06 00:00:00;2487.0;-0.00017692307692307696;-0.007253846153846153;0.007076923076923076;5.670692307692308;9.943692307692308;;;;;;PS001069-A131219;0.010675;1.9825000000000002;0.013625;0.02125;4.89475;4.9435;4.598;5.038
1435;PS001113-A180520-2/1-2;1050;33110;33111;1377.99;7.354;7.7177500000000006;132.085;81.19999999999999;166.79000000000002;6.3;0.45;0.5900000000000001;11.55;0.5800000000000001;0.28500000000000003;18.2;18.045;4.404999999999999;3.3449999999999998;16.025;16.145;0.245;0.12;7.15;0.11;PS001113-A180520-2;CK002850-D260520;CK002850-D260520;7.1850000000000005;7.1850000000000005;7.186;5.71;5.71;7.2860000000000005;7.2860000000000005;7.2860000000000005;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;3;3.0;На контроль;;1690.0;13.9;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.74;183.0;168.0;2020-06-08 00:00:00;39.0;42.0;46.0;78.1;80.2;82.2;40.0;47.5;55.0;128.6;129.8;130.7;168.7;169.9;171.3;0.43;0.43;0.43;700.0;8000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;34.0;2018-06-06 00:00:00;3216.0;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;PS001113-A180520;0.0103375;2.0095;0.010499999999999999;0.012750000000000001;4.8895;4.96;4.556;5.034
1436;PS001113-A180520-2/1-3;1050;33112;33113;1382.2150000000001;7.3792;7.74225;131.815;80.77;167.095;6.279999999999999;0.30000000000000004;0.765;5.405;0.605;0.22;17.939999999999998;18.355;3.38;1.88;15.9;16.005;0.255;0.115;7.1;0.17;PS001113-A180520-2;CK002850-D260520;CK002850-D260520;7.1850000000000005;7.1850000000000005;7.186;5.71;5.71;7.2860000000000005;7.2860000000000005;7.2860000000000005;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;3;3.0;На контроль;;1690.0;13.9;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.74;183.0;168.0;2020-06-08 00:00:00;39.0;42.0;46.0;78.1;80.2;82.2;40.0;47.5;55.0;128.6;129.8;130.7;168.7;169.9;171.3;0.43;0.43;0.43;700.0;8000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;34.0;2018-06-06 00:00:00;3216.0;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;PS001113-A180520;0.0103375;2.0095;0.010499999999999999;0.012750000000000001;4.8895;4.96;4.556;5.034
1437;PS001113-A180520-2/1-4;1080;33114;33115;1380.445;7.3792;7.72705;131.8;80.75;167.385;6.365;0.28;0.9299999999999999;4.285;0.675;0.32;18.225;18.29;2.66;2.135;15.975;15.77;0.16999999999999998;0.07;7.25;0.16;PS001113-A180520-2;CK002850-D260520;CK002850-D260520;7.1850000000000005;7.1850000000000005;7.186;5.71;5.71;7.2860000000000005;7.2860000000000005;7.2860000000000005;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;Rec-CK002842-D190520;2020-05-26 16:35:00;24.8;9.7;9.4;3;3.0;На контроль;;1690.0;13.9;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.74;183.0;168.0;2020-06-08 00:00:00;39.0;42.0;46.0;78.1;80.2;82.2;40.0;47.5;55.0;128.6;129.8;130.7;168.7;169.9;171.3;0.43;0.43;0.43;700.0;8000.0;0.0;0.0;1925.0;;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;34.0;2018-06-06 00:00:00;3216.0;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;0.00040526315789473694;-0.0075684210526315784;0.007973684210526317;5.793631578947367;10.581052631578947;PS001113-A180520;0.0103375;2.0095;0.010499999999999999;0.012750000000000001;4.8895;4.96;4.556;5.034
1438;PS001115-A190520-2/1-1;1050;33116;33117;1374.65;7.481299999999999;7.82305;132.335;81.13;167.83999999999997;6.55;1.335;0.51;11.42;0.52;0.55;18.159999999999997;18.265;6.02;4.8100000000000005;15.245000000000001;16.009999999999998;0.325;0.355;7.3;0.16;PS001115-A190520-2;CK002859-D030620;CK002859-D030620;7.1845;7.1845;7.185499999999999;5.7;5.715;7.2855;7.2855;7.2855;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.77;207.0;192.0;2020-06-09 00:00:00;;;;;;;;;;;;;;;;0.43;0.43;0.43;650.0;8900.0;1.0;0.0;1925.0;99.05;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;40.0;2018-11-06 00:00:00;3222.0;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1439;PS001115-A190520-2/1-3;1100;33132;33133;1353.005;7.49805;7.85485;132.29;81.075;167.585;6.455;0.55;0.8999999999999999;3.995;0.6799999999999999;0.3;18.17;18.255;3.84;4.22;15.9;15.815000000000001;0.28;0.345;7.2;0.15;PS001115-A190520-2;CK002859-D030620;CK002859-D030620;7.1845;7.1845;7.185499999999999;5.7;5.715;7.2855;7.2855;7.2855;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.77;207.0;192.0;2020-06-09 00:00:00;;;;;;;;;;;;;;;;0.43;0.43;0.43;650.0;8900.0;1.0;0.0;1925.0;99.05;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;40.0;2018-11-06 00:00:00;3222.0;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1440;PS001115-A190520-2/1-4;1100;33134;33135;1356.42;7.5158000000000005;7.88095;132.37;80.985;167.645;6.465;0.45499999999999996;1.375;3.495;0.795;0.3;18.11;18.395;2.6;2.665;15.935;15.870000000000001;0.28;0.36;7.2;0.19;PS001115-A190520-2;CK002859-D030620;CK002859-D030620;7.1845;7.1845;7.185499999999999;5.7;5.715;7.2855;7.2855;7.2855;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;Rec-CK002856-D010620;2020-06-03 17:00:00;24.2;13.0;8.7;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.77;207.0;192.0;2020-06-09 00:00:00;;;;;;;;;;;;;;;;0.43;0.43;0.43;650.0;8900.0;1.0;0.0;1925.0;99.05;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;40.0;2018-11-06 00:00:00;3222.0;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;0.00028947368421052623;-0.007521052631578949;0.007810526315789475;5.765263157894737;10.548421052631577;PS001115-A190520;0.010075;2.038125;0.018250000000000002;0.023875;4.9830000000000005;5.0555;4.656000000000001;5.13
1441;PS001114-A180520-2/1-1;1200;33136;33137;1377.1;7.40325;7.766;132.045;80.895;167.04500000000002;6.445;0.3;0.46499999999999997;5.760000000000001;0.61;0.175;18.005;18.064999999999998;2.725;4.25;16.2;15.775;0.095;0.035;7.05;0.14;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1442;PS001114-A180520-2/1-2;1200;33138;33139;1377.1100000000001;7.40675;7.77245;132.33999999999997;80.77;167.125;6.43;0.305;0.51;5.54;0.845;0.225;18.09;18.265;1.835;3.385;16.244999999999997;15.81;0.04;0.03;7.1;0.16;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1443;PS001114-A180520-2/1-3;1200;33140;33141;1373.6;7.41605;7.777699999999999;132.26999999999998;80.9;167.87;6.355;0.36;0.635;4.925;0.81;0.13;18.515;18.47;2.125;3.7199999999999998;16.11;16.02;0.04;0.025;7.25;0.15;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1444;PS001114-A180520-2/2-1;1200;33167;33168;1366.1799999999998;7.4485;7.8042;132.41;81.245;167.2;6.42;0.28;0.595;9.715;1.02;0.125;18.0;18.075;2.495;1.985;15.895;16.08;0.06999999999999999;0.055;6.949999999999999;0.1;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1445;PS001114-A180520-2/2-2;1200;33169;33170;1357.335;7.4211;7.774649999999999;132.22;81.18;167.305;6.4399999999999995;0.39;0.8400000000000001;9.899999999999999;0.715;0.055;18.18;18.345;2.16;2.87;15.94;15.915;0.105;0.05;7.1;0.1;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1446;PS001114-A180520-2/2-3;1200;33171;33172;1382.92;7.3967;7.7568;132.37;81.11500000000001;166.555;6.45;0.6;0.815;9.23;0.665;0.225;18.015;18.064999999999998;1.695;2.09;15.98;15.969999999999999;0.12;0.065;6.85;0.1;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1447;PS001114-A180520-2/2-4;1100;33173;33174;1373.955;7.3839500000000005;7.757899999999999;132.265;81.195;167.345;6.48;0.58;0.71;8.66;1.2349999999999999;0.26;17.505;17.965;2.925;3.835;16.035;16.015;0.14500000000000002;0.08;6.7;0.11;PS001114-A180520-2;CK002843-D200520;CK002853-D280520;7.1875;7.1875;7.1875;5.7;5.6850000000000005;7.2885;7.2885;7.2885;Rec-CK002842-D190520;2020-05-20 08:25:00;15.2;13.4;9.9;Rec-CK002853-D280520;2020-05-28 16:05:00;24.7;15.8;9.0;3;3.0;На контроль;;1700.0;14.0;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.55;193.0;178.0;2020-06-10 00:00:00;38.0;41.0;44.0;79.0;80.0;81.2;39.0;46.0;53.0;129.1;131.2;132.2;168.8;170.4;171.8;0.43;0.43;0.43;800.0;9000.0;1.0;0.0;1925.0;99.58;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;47.0;2018-06-06 00:00:00;3229.0;;;;;;0.0008555555555555556;-0.007577777777777776;0.008433333333333333;5.814611111111112;10.54888888888889;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
1448;PS001114-A180520-1/1-1;1200;33181;33182;1370.1999999999998;7.37725;7.73985;131.88;81.03999999999999;167.36;6.335;0.185;0.765;6.1899999999999995;0.6950000000000001;0.07;17.945;18.035;3.415;1.525;15.82;15.975;0.08499999999999999;0.05;7.1;0.05;PS001114-A180520-1;CK002857-D020620;CK002857-D020620;7.189;7.189;7.189;5.720000000000001;5.7;7.29;7.29;7.29;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;Rec-CK002856-D010620;2020-06-02 08:00:00;24.3;14.3;8.8;3;3.0;На контроль;;1700.0;13.85;1940.0;40.0;80.2;1925.0;38.0;43.0;166.0;203.0;129.0;169.0;25.75;175.0;160.0;2020-06-11 00:00:00;38.0;41.0;45.0;78.5;80.0;81.4;40.0;48.0;56.0;129.3;130.0;130.8;169.0;170.7;172.5;0.43;0.43;0.43;650.0;8500.0;0.0;0.0;1925.0;99.07;;;2020-06-02 00:00:00;2020-06-02 00:00:00;2020-06-02 00:00:00;53.0;2018-06-06 00:00:00;3235.0;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;0.00019411764705882357;-0.007529411764705884;0.0077235294117647055;5.779117647058824;10.540117647058823;PS001114-A180520;0.0102875;2.007875;0.018250000000000002;0.019375;4.89525;4.9595;4.615;5.023
